"","from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count","created_date","score","age","search_term","url"
"1665","115987058416365","Estadão","Aloysio Nunes, senador e candidato a vice na chapa de Aécio Neves, disse que decisão do prefeito de SP de fazer 400 km de ciclovia até 2015 é 'delírio autoritário'. via Politica Estadão #ciclovia","2014-09-11T15:25:00+0000","link","http://sao-paulo.estadao.com.br/noticias/geral,psdb-quer-vetar-ciclovia-de-haddad-na-avenida-paulista,1558156","115987058416365_1002833363065059",2892,786,997,2014-09-11,1123.2,-3,"Aécio",NA
"1483","411754008869486","Aécio Neves","A Praça do Papa, em Belo Horizonte, já está animada e todos aguardam o início da #Carreata45, com Aécio Neves, Pimenta da Veiga e Antonio Anastasia. #MudaBrasil #EuVotoAecio45 #PraMudarOBrasil","2014-09-13T13:50:20+0000","video","https://www.facebook.com/video.php?v=831986730179543","411754008869486_831986730179543",5412,287,809,2014-09-13,1112.7,-1,"Aécio",NA
"2759","115987058416365","Estadão","'A presidente tem responsabilidade política. Eu não seria leviana em dizer que ela tem responsabilidade direta', afirmou Marina Silva #eleições2014","2014-09-08T20:15:00+0000","link","http://politica.estadao.com.br/noticias/geral,marina-evita-culpar-dilma-por-esquema-na-petrobras,1556763","115987058416365_1000304553317940",4066,763,776,2014-09-08,1101.1,-6,"Marina",NA
"2847","115987058416365","Estadão","#eleições2014 (via Politica Estadão)","2014-09-07T21:23:02+0000","link","http://oesta.do/1w58N5d","115987058416365_999488950066167",3991,669,801,2014-09-07,1080.4,-7,"Marina",NA
"3009","131180673952","Exame","Para a Economist,""há pouca substância e muita conversa sonhadora sobre a 'nova política'"" no discurso da ex-ministra.","2014-09-05T02:50:00+0000","link","http://exame.abril.com.br/economia/noticias/marina-deve-provar-que-merece-ser-presidente-diz-aeconomist","131180673952_10152663888553953",3390,386,1028,2014-09-05,1071.6,-9,"Marina",NA
"1580","411754008869486","Aécio Neves","Meu profundo pesar pelo falecimento de meu amigo Tião das Rendas, grande radialista de Minas Gerais. Tião, com o seu permanente bom humor e profundo amor ao futebol, fará definitivamente parte da história do esporte mineiro. - Aécio Neves","2014-09-12T15:26:01+0000","status",NA,"411754008869486_831475016897381",9290,135,163,2014-09-12,1067.3,-2,"Aécio",NA
"3252","204590739576667","InfoMoney","Mercado já trabalha com rumor de que Marina vai passar Dilma no 1° turno e que deve abrir ainda mais vantagem no 2° turno","2014-09-02T18:47:34+0000","link","http://www.infomoney.com.br/mercados/acoes-e-indices/noticia/3554001/ibope-deve-trazer-marina-frente-dilma-turno-ibovespa-dispara","204590739576667_724028874299515",2469,237,1243,2014-09-02,1063.8,-12,"Marina",NA
"2726","109597815616","VEJA","Informação do VEJA Mercados no TVEJA desta terça-feira. ","2014-09-09T12:35:29+0000","link","http://abr.ai/1Auf9Jc","109597815616_10152502732420617",3904,906,666,2014-09-09,1061.8,-5,"Marina",NA
"2553","115230991849922","O Globo","'Não consigo acreditar num partido que coloca por 12 anos um diretor para assaltar os cofres da Petrobras', disse a candidata. ","2014-09-11T15:55:34+0000","link","http://glo.bo/WO54ty","115230991849922_838139379559076",4121,604,757,2014-09-11,1047.5,-3,"Marina",NA
"3117","115987058416365","Estadão","'Seu' Pedro, pai de Marina Silva, diz que não quer sair de bairro pobre de Rio Branco (via Politica Estadão) #Eleições2014","2014-09-04T11:20:32+0000","link","http://politica.estadao.com.br/noticias/eleicoes,familia-de-marina-no-acre-quer-tirar-pai-do-alagado,1554443","115987058416365_996485290366533",4202,648,682,2014-09-04,1023.8,-10,"Marina",NA
"3314","109597815616","VEJA","OPINIÃO, em TVeja","2014-09-01T21:32:28+0000","link","http://abr.ai/1toXfZv","109597815616_10152484779225617",3074,863,721,2014-09-01,998.9,-13,"Marina",NA
"3113","115230991849922","O Globo","""O PMDB é o maior partido do Congresso e tudo passa por ele. Marina vai fazer plebiscitos? Mas eles são autorizados por quem? Pelo Congresso.""","2014-09-04T12:50:37+0000","link","http://glo.bo/1CtzPVF","115230991849922_833417230031291",2305,618,900,2014-09-04,955.9,-10,"Marina",NA
"3327","115987058416365","Estadão","Agripino Maia diz que, se não for possível o avanço do tucano, 'é tudo contra um mal maior que é o PT' #eleições2014","2014-09-01T18:20:00+0000","link","http://politica.estadao.com.br/noticias/eleicoes,coordenador-da-campanha-de-aecio-sinaliza-apoio-a-marina-no-2-turno,1553042","115987058416365_993438907337838",3257,564,728,2014-09-01,931.7,-13,"Marina",NA
"2889","115230991849922","O Globo","Foi a primeira vez que candidata usou jatinho após morte de Eduardo Campos. #Eleições2014 ","2014-09-06T21:23:36+0000","link","http://glo.bo/1ua38IW","115230991849922_835292933177054",2718,954,586,2014-09-06,909.6,-8,"Marina",NA
"3070","321203794602378","Pastor José Wellington Bezerra da Costa",NA,"2014-09-04T19:07:39+0000","link","http://www.tiagobertulino.com.br/2014/09/marina-silva-pregando-na-assembleia-de.html?spref=fb","321203794602378_770292513026835",1550,98,1135,2014-09-04,865.4,-10,"Marina",NA
"3215","204590739576667","InfoMoney",NA,"2014-09-02T21:45:01+0000","link","http://www.infomoney.com.br/mercados/eleicoes/noticia/3555046/marina-chega-abre-pontos-contra-dilma-mostra-ibope-sao-paulo?utm_source=facebook&utm_medium=social&utm_campaign=fbmercados","204590739576667_724078327627903",2361,192,934,2014-09-02,854.1,-12,"Marina",NA
"2817","115987058416365","Estadão","Presidente da Assembleia de Deus de Rio Branco (AC) é a quem Marina Silva recorre em horas decisivas (via Politica Estadão) #Eleições2014","2014-09-08T11:25:23+0000","link","http://oesta.do/1q6iwpG","115987058416365_999957613352634",1669,739,734,2014-09-08,829,-6,"Marina",NA
"1798","229151370439618","CartaCapital","Aécio Neves (candidato tucano a Presidência) e Márcio França, vice de Alckmin na disputa pelo governo de SP, estão processando blogueiros e twitteiros por comentários ""ofensivos"". O advogado de França chegou a pedir ajuda publicamente nas redes sociais para conseguir o endereço e o telefone de quem está processando.","2014-09-09T18:50:00+0000","link","http://www.cartacapital.com.br/politica/psdb-e-psb-processam-internautas-9885.html","229151370439618_805050242849725",1299,320,995,2014-09-09,822.9,-5,"Aécio",NA
"1333","411754008869486","Aécio Neves","Fiz uma importante visita, hoje, a uma turma que está realmente transformando este país, seja com seu trabalho, com sua arte ou, principalmente, com sua confiança. Visitei, com o Ronaldo Nazário de Lima, a Central Única das Favelas (Cufa), no Rio de Janeiro. Lá, pude conhecer o trabalho de vários jovens e também falar sobre as possibilidades de desenvolvimento social que temos para nossas comunidades. Eu acredito que a segurança é fundamental para quem vive nas favelas, mas não é tudo. Os moradores das favelas querem ter boas escolas, hospitais, postos de saúde equipados. Por que, afinal, a melhor escola, com professores valorizados, está tão longe dos morros? Nós vamos ser o governo que enfrentará o preconceito e investirá nas favelas brasileiras. Vamos subir as favelas com serviços de qualidade e ajudar a juventude que está lá a ser preparada para fazer a diferença, a trabalharem e se responsabilizarem pelo desenvolvimento de sua comunidade.  Eu quero ver o sorriso dessa rapaziada cada vez maior! E serei o presidente que fará isso, reconciliando a ética à esperança e à alegria, com as melhores propostas e um time imbatível. Não jogo a bola do Ronaldo, mas tenho uma vontade enorme de fazer gols pelo Brasil em favor dessa rapaziada! Viva a favela do Brasil! - Aécio Neves","2014-09-14T22:08:30+0000","status",NA,"411754008869486_832807573430792",4915,318,381,2014-09-14,815.5,0,"Aécio",NA
"3300","100114543363891","Folha de S.Paulo","Marina Silva recuou sobre o tema (via Folha Poder)","2014-09-02T01:20:00+0000","link","http://uol.com/bndS9F","100114543363891_853577321350939",3010,756,404,2014-09-02,770.2,-12,"Marina",NA
"2515","109597815616","VEJA","No GIRO VEJA, com Radar On-line - Lauro Jardim: As estratégias do PT para tirar votos de Marina Silva","2014-09-12T14:36:30+0000","link","http://abr.ai/1urE5RT","109597815616_10152509171955617",1902,796,551,2014-09-12,759.6,-2,"Marina",NA
"2758","109597815616","VEJA","Informação do Radar On-line - Lauro Jardim","2014-09-08T20:15:41+0000","link","http://abr.ai/1ut6pCi","109597815616_10152501369425617",1994,648,599,2014-09-08,753.2,-6,"Marina",NA
"2559","109597815616","VEJA","A relação entre presidenciáveis e banqueiros e o humor do mercado com as pesquisas de intenção de voto, são alguns dos temas do Giro VEJA desta quinta-feira:","2014-09-11T13:25:21+0000","link","http://abr.ai/1wiBrjv","109597815616_10152506749150617",1879,975,453,2014-09-11,752.2,-3,"Marina",NA
"3014","109597815616","VEJA",NA,"2014-09-05T01:20:00+0000","link","http://abr.ai/Z96UqL","109597815616_10152493228940617",1480,1331,334,2014-09-05,747.7,-9,"Marina",NA
"2055","204590739576667","InfoMoney","Aécio reage ao escândalo na Petrobras em vídeo e o compara a ""mensalão"": ""chegou a hora de darmos um basta a isso e tirarmos, de forma definitiva, o PT do poder"", afirmou. ","2014-09-06T17:30:01+0000","link","http://www.infomoney.com.br/petrobras/noticia/3562870/aecio-chama-mensalao-escandalo-petrobras-diz-que-preciso-tirar-poder","204590739576667_726890044013398",2748,208,657,2014-09-06,731.4,-8,"Aécio",NA
"2133","160475510677017","José Simão","http://goo.gl/WHZvzR","2014-09-05T18:07:45+0000","link","http://goo.gl/WHZvzR","160475510677017_769862613071634",2829,105,671,2014-09-05,717,-9,"Aécio",NA
"2051","131180673952","Exame","Para o candidato, é fundamental que as investigações possam ir ""ainda mais a fundo"" para que os responsáveis sejam punidos ""de forma exemplar""","2014-09-06T18:35:54+0000","link","http://exame.abril.com.br/brasil/noticias/aecio-chama-denuncias-de-ex-petrobras-de-mensalao-2","131180673952_10152667256943953",2559,359,584,2014-09-06,714,-8,"Aécio",NA
"3086","115987058416365","Estadão","Essa foi a 2ª vez que Aécio Neves ligou Marina Silva ao mensalão #eleições2014","2014-09-04T18:11:07+0000","link","http://politica.estadao.com.br/noticias/eleicoes,em-minas-aecio-liga-marina-a-mensalao,1554868","115987058416365_996940313654364",2055,764,390,2014-09-04,668.7,-10,"Marina",NA
"2872","145632722140414","Catraca Livre","Lindas fotos da vida selvagem no trabalho de Marina Cano http://bit.ly/1pNqVy6","2014-09-07T05:00:00+0000","photo","https://www.facebook.com/CatracaLivre/photos/pcb.759024754134538/759024310801249/?type=1&relevant_count=2","145632722140414_759024754134538",4775,54,273,2014-09-07,657.5,-7,"Marina",NA
"3230","136852373848","Terra","Em um discurso inflamado, o petista disse que a “grande ameaça está travestida de nova política” ","2014-09-02T21:00:00+0000","link","http://noticias.terra.com.br/eleicoes/lider-do-pt-ve-grande-ameaca-em-marina-fhc-de-saias,70355fccfe738410VgnVCM20000099cceb0aRCRD.html","136852373848_10153239448943849",1754,1150,213,2014-09-02,648.2,-12,"Marina",NA
"1770","162180507196280","Marconi Perillo","Mais de 5 mil pessoas fizeram hoje uma recepção calorosa para o presidenciável Aécio Neves em Goiânia. Já em sua chegada, recebemos os parabéns pela conquista do primeiro lugar no IDEB. Aécio ressaltou que o Brasil todo reverencia nosso Goiás pelo primeiro lugar na educação. Recebemos os cumprimentos com humildade e muita alegria.Foi em Minas, com Aécio, que buscamos inspiração para as nossas ações em Goiás, como, por exemplo, a promoção de funcionários públicos pelo sistema de meritocracia. Também foi das gestões de Aécio que tiramos ideias como o Prêmio Aluno e outras políticas educacionais que levaram Goiás ao primeiro lugar no IDEB do Brasil. O Brasil precisa, mais do que nunca, de um presidente que tenha a firmeza e liderança para sair da estagnação. Não é mais admissível que tenhamos um crescimento menor do que qualquer outro da América Latina. Temos grandes potencialidades. Para enfrentarmos os novos desafios que estão por vir em Goiás e no Brasil, o melhor nome é o de Aécio. Peço a todos vocês voto e apoio para esse irmão mineiro.","2014-09-10T01:40:13+0000","photo","https://www.facebook.com/MarconiPerillo/photos/pcb.715783918502600/715783461835979/?type=1&relevant_count=2","162180507196280_715783918502600",3017,130,502,2014-09-10,641.9,-4,"Aécio",NA
"1436","411754008869486","Aécio Neves","Sem dúvida, Ronaldo Nazário de Lima, acreditamos na criatividade das nossas favelas para mudar o Brasil! - #DeViradaComQuemSabeVirarOJogo ","2014-09-14T00:56:44+0000","photo","https://www.facebook.com/ronaldonlr9/photos/a.644994982225988.1073741828.618977411494412/759602137431938/?type=1","411754008869486_832278613483688",5558,203,21,2014-09-14,629.3,0,"Aécio",NA
"2562","182249954768","SEAL Of Honor","Joseph Anthony EacobacciJohn Bruce EaglesonRobert Douglas EatonDean Phillip EberlingMargaret Ruth EchtermannPaul Robert EcknaConstantine EconomosDennis Michael EdwardsMichael Hardy EdwardsChristine EganLisa EganMartin J. Egan, Jr.Michael EganSamantha Martin EganCarole EggertLisa Caren EhrlichJohn Ernst EichlerEric Adam EisenbergDaphne Ferlinda ElderMichael J. Elferis Mark Joseph EllisValerie Silver EllisAlbert Alfy William ElmarryEdgar Hendricks Emery, Jr.Doris Suk-Yuen EngChristopher EppsUlf Ramm EricsonErwin L. ErkerWilliam John ErwinJose EspinalFanny EspinozaBridget Ann EspositoFrancis Esposito Michael Esposito William Esposito Ruben Esquilin, Jr.Sadie EtteBarbara G. EtzoldEric Brian EvansRobert EvansMeredith Emily June EwartCatherine K. FaganPatricia Mary FaganKeith George FairbenSandra Fajardo-SmithWilliam F. FallonWilliam Lawrence Fallon, Jr.Anthony J. Fallone, Jr.Dolores Brigitte FanelliJohn Joseph FanningKathleen Anne FaragherThomas FarinoNancy Carole FarleyElizabeth Ann FarmerDouglas Jon FarnumJohn G. FarrellJohn W. FarrellTerrence Patrick FarrellJoseph D. FarrellyThomas Patrick FarrellySyed Abdul FathaChristopher Edward FaughnanWendy R. FaulknerShannon Marie FavaBernard D. FavuzzaRobert Fazio, Jr.Ronald Carl FazioWilliam FeehanFrancis Jude FeelyGarth Erin FeeneySean B. FeganLee S. FehlingPeter Adam FeidelbergAlan D. Feinberg Rosa Maria FelicianoEdward Thomas Fergus, Jr.George FergusonHenry Fernandez Judy Hazel FernandezJulio FernandezElisa Giselle FerrainaAnne Marie Sallerin FerreiraRobert John FerrisDavid Francis FerrugioLouis V. FersiniMichael David FerugioBradley James FetchetJennifer Louise FialkoKristen Nicole FiedelSamuel FieldsMichael Bradley Finnegan Timothy J. FinnertyMichael Curtis FioreStephen S R Fiorelli, Sr.Paul M. FioriJohn B. FioritoJohn R. FischerAndrew FisherBennett Lawson FisherJohn Roger FisherThomas J. Fisher Lucy A. FishmanRyan D. FitzgeraldThomas James FitzpatrickRichard P. FitzsimonsSalvatore FiumefreddoChristina Donovan FlanneryEileen FlechaAndre G. FletcherCarl M. Flickinger John Joseph FlorioJoseph Walken Flounders David FodorMichael N. Fodor Stephen Mark FogelThomas FoleyDavid J. Fontana Chih Min FooGodwin FordeDonald A. ForemanChristopher Hugh ForsytheClaudia Alicia FosterNoel John Foster Ana FosterisRobert Joseph FotiJeffrey FoxVirginia FoxPauline FrancisVirgin FrancisGary Jay FrankMorton H. FrankPeter Christopher FrankRichard K. FraserKevin J. FrawleyClyde Frazier, Jr. Lillian Inez FrederickAndrew FredricksTamitha FreemanBrett Owen FreimanPeter L. FreundArlene Eva Fried Alan Wayne FriedlanderAndrew Keith FriedmanGregg J. FroehnerPeter Christian FryClement A. FumandoSteven Elliot FurmanPaul FurmatoFredric Neal GablerRichard Samuel Federick GabrielleJames Andrew GadielPamela Lee Gaff Ervin Vincent GailliardDeanna Lynn GalanteGrace Catherine GalanteAnthony Edward GallagherDaniel James GallagherJohn Patrick GallagherLourdes GallettiCono E. GalloVincenzo GallucciThomas E. GalvinGiovanna Galletta GambaleThomas Gambino, Jr.Giann Franco GamboaPeter GanciLadkat K. GaneshClaude Michael GannOsseni GarbaCharles William Garbarini Ceasar GarciaDavid GarciaJuan GarciaMarlyn Del Carmen GarciaChristopher S. GardnerDouglas Benjamin GardnerHarvey J. Gardner IIIJeffrey Brian GardnerThomas Gardner William Arthur GardnerFrancesco GarfiRocco Nino GarganoJames M. GartenbergMatthew David GarveyBruce GaryBoyd Alan GattonDonald Richard Gavagan, Jr.Terence D. GazzaniGary GeidelPaul Hamilton GeierJulie M. GeisPeter G. GelinasSteven Paul GellerHoward G. GellingPeter Victor Genco, Jr.Steven Gregory GenoveseAlayne GentulEdward F. GeraghtySuzanne GeratyRalph GerhardtRobert GerlichDenis P. GermainMarina Romanovna GertsbergSusan M. GetzendannerJames G. GeyerJoseph M. GiacconeVincent Francis GiammonaDebra Lynn GibbonJames Andrew GibersonCraig Neil GibsonRonnie E. GiesLaura A. GiglioAndrew Clive GilbertTimothy Paul GilbertPaul Stuart GilbeyPaul John GillMark Y. GillesEvan GilletteRonald Lawrence GilliganRodney C. GillisLaura GillyJohn F. GinleyDonna Marie GiordanoJeffrey John GiordanoJohn GiordanoSteven A. GiorgettiMartin GiovinazzoKum-Kum GirolamoSalvatore GittoCynthia GiuglianoMon GjonbalajDianne GladstoneKeith GlascoeThomas Irwin GlasserHarry GlennBarry H. GlickSteven GlickJohn T. GnazzoWilliam Robert GodshalkMichael GogliormellaBrian Fredric GoldbergJeffrey Grant GoldflamMichelle GoldsteinMonica GoldsteinSteven Goldstein Andrew H. Golkin Dennis James GomesEnrique Antonio GomezJose Bienvenido GomezManuel Gomez, Jr.Wilder Alfredo GomezJenine Nicole GonzalezMauricio GonzalezRosa GonzalezCalvin J. GoodingHarry GoodyKiran Reddy GopuCatherine C. GorayebKerene GordonSebastian GorkiKieran Joseph GormanThomas Edward GormanMichael Edward GouldYuji GoyaJon Richard GrabowskiChristopher Michael GradyEdwin J. Graf IIIDavid Martin GraifmanGilbert Franco GranadosElvira GranittoWinston Arthur GrantChristopher S. GrayJames Michael GrayTara McCloud GrayLinda Catherine GraylingJohn M. GraziosoTimothy George Grazioso Derrick Auther GreenWade B. GreenElaine Myra GreenbergGayle R. GreeneJames Arthur Greenleaf, Jr.Eileen Marsha Greenstein Elizabeth Martin GreggDenise GregoryDonald H. GregoryFlorence Moran GregoryPedro Grehan John Michael GriffinTawanna Sherry GriffinJoan Donna GriffithWarren GrifkaRamon GrijalvoJoseph F. GrilloDavid Joseph GrimnerKenneth George GrouzalisJoseph GrzelakMatthew James GrzymalskiRobert Joseph GschaarLiming GuJose GuadalupeCindy Yan Zhu GuanJoel Guevara GonzalezGeoffrey E. GujaJoseph GullicksonBabita Girjamatie GumanDouglas Brian GurianJanet Ruth GustafsonPhilip T. GuzaBarbara GuzzardoPeter M. GyulavaryGary Robert HaagAndrea Lyn HabermanBarbara Mary HabibPhilip HaentzlerNezam A. HafizKaren Elizabeth HagertySteven Michael HagisMary Lou HagueDavid HaldermanMaile Rachel Hale Richard B. HallVaswald George HallRobert J. HalliganVincent Gerard HalloranJames Douglas HalvorsonMohammad Salman HamdaniFelicia HamiltonRobert HamiltonFrederic K. HanChristopher J. HanleySean S. HanleyValerie Joan HannaThomas HannafinKevin James HannafordMichael Lawrence HannanDana R HannonVassilios G. HaramisJames A. HaranJeffrey Pike HardyTimothy John HargraveDaniel Edward HarlinFrances HarosHarvey HarrellStephen G. HarrellMelissa Marie HarringtonAisha Anne HarrisStewart Dennis HarrisJohn Patrick Hart John Clinton HartzEmeric HarveyThomas Theodore Haskell, Jr.Timothy HaskellJoseph John Hasson IIILeonard W. HattonTerence S. HattonMichael HaubTimothy Aaron HavilandDonald G. Havlish, Jr.Anthony Hawkins Nobuhiro HayatsuPhilip HayesWilliam Ward HaynesScott Jordan HazelcornMichael K. HealeyRoberta B. HeberCharles Francis Xavier HeeranJohn F. HeffernanH. Joseph Heller, Jr.Joann L. HeltibridleMark F. HemschootRonnie Lee HendersonBrian Hennessey Michelle Marie HenriqueJoseph HenryWilliam HenryJohn Christopher HenwoodRobert Allan HepburnMary HerenciaLindsay C. Herkness IIIHarvey Robert HermerClaribel HernandezEduardo HernandezNuberto HernandezRaul HernandezGary HeroldJeffrey A. Hersch Thomas HetzelBrian HickeyYsidro HidalgoTimothy HigginsRobert D. W. Higley IITodd Russell HillClara Victorine HindsNeal O. HindsMark D. HindyKatsuyuki HiraiHeather Malia HoTara Yvette HobbsThomas Anderson HobbsJames J. HobinRobert Wayne HobsonDaJuan HodgesRonald George HoernerPatrick A. HoeyMarcia HoffmanStephen G. HoffmanFrederick Joseph HoffmannMichele L. HoffmannJudith Florence HofmillerThomas Warren Hohlweck, Jr.Jonathan R. HohmannJohn HollandJoseph F. HollandElizabeth HolmesThomas Holohan Bradley HoornJames P. HopperMontgomery McCullough HordMichael HornMatthew Douglas Horning Robert L. Horohoe, Jr.Aaron HorwitzCharles HoustonUhuru G. HoustonGeorge HowardMichael C. HowellSteven Leon HowellJennifer L. HowleyMilagros HromadaMarian R. Hrycak Stephen Huczko, Jr.Kris Robert HughesPaul Rexford HughesRobert Thomas HughesThomas HughesTimothy Robert HughesSusan HuieLamar HulseWilliam Christopher HuntKathleen Anne Hunt-CaseyJoseph HunterRobert R. HussaAbid HussainThomas Edward HynesWalter G. Hynes","2014-09-11T13:00:01+0000","status",NA,"182249954768_10152664593574769",3672,60,396,2014-09-11,622.8,-3,"Marina",NA
"2472","589889987797479","Rob Munoz","This mother told me her son 9yr-old Billy Hanson never made a plane back to her in Pennsylvania. Instead, she and the FBI say her husband kidnapped Billy on his sailboat and set sail from the Shilshole Bay Marina in Seattle. 46yr-old Jeff is possibly headed to Mexico, or Tahiti -- and they believe Billy could be in danger. Please share to get his name and picture out there --and to help bring him home.","2014-09-12T18:49:56+0000","photo","https://www.facebook.com/RobKIRO7/photos/pcb.636762126443598/636760736443737/?type=1&relevant_count=3","589889987797479_636762126443598",79,35,999,2014-09-12,617.8,-2,"Marina",NA
